-7,489,0
-7,514,0
-7,487,0
-7,520,0
-7,487,0
-7,523,0
-7,487,0
-7,500,0
-20,491,0
-20,488,0
-20,488,0
-20,487,0
-20,617,0
-20,508,0
-20,577,0
-20,484,0
-19,484,0
-19,505,0
-19,480,0
-19,480,0
-19,470,0
-19,499,0
-19,469,0
-19,469,0
-18,459,0
-18,581,0
-18,458,0
-18,458,0
-18,467,0
-18,630,0
-18,466,0
-18,466,0
-17,463,0
-17,479,0
-17,461,0
-17,455,0
-17,455,0
-17,466,0
-17,453,0
-17,451,0
-16,451,0
-16,457,0
-16,450,0
-16,458,0
-16,458,0
-16,464,0
-16,459,0
-16,458,0
-15,458,0
-15,461,0
-15,532,0
-15,459,0
-15,458,0
-15,460,0
-15,639,0
-15,472,0
-14,473,0
-14,473,0
-14,493,0
-14,465,0
-14,465,0
-14,466,0
-14,498,0
-14,466,0
-13,465,0
-13,473,0
-13,508,0
-13,472,0
-13,473,0
-13,474,0
-13,486,0
-13,473,0
-12,477,0
-12,477,0
-12,487,0
-12,476,0
-12,477,0
-12,477,0
-12,483,0
-12,475,0
-11,480,0
-11,486,0
-11,484,0
-11,481,0
-11,477,0
-11,476,0
-11,479,0
-11,485,0
-10,484,0
-10,484,0
-10,486,0
-10,481,0
-10,480,0
-10,480,0
-10,482,0
-10,517,0
-9,483,0
-9,484,0
-9,484,0
-9,484,0
-9,484,0
-9,487,0
-9,483,0
-9,488,0
-8,489,0
-8,488,0
-8,487,0
-8,627,0
-8,509,0
-8,488,0
-8,488,0
-8,494,0
-7,491,0
-7,492,0
-7,528,0
-7,489,0
-7,488,0
-7,498,0
-7,487,0
-7,488,0
-6,495,0
-6,487,0
-6,625,0
-6,489,0
-6,615,0
-6,491,0
-6,494,0
-6,491,0
-5,488,0
-5,489,0
-5,512,0
-5,487,0
-5,489,0
-5,518,0
-5,487,0
-5,488,0
-4,524,0
-4,625,0
-4,488,0
-4,498,0
-4,488,0
-4,488,0
-4,496,0
-4,487,0
-3,489,0
-3,492,0
-3,488,0
-3,487,0
-3,488,0
-3,487,0
-3,491,0
-3,489,0
-2,488,0
-2,487,0
-2,626,0
-2,520,0
-2,488,0
-2,481,0
-2,516,0
-2,480,0
-1,480,0
-1,502,0
-1,487,0
-1,488,0
-1,493,0
-1,488,0
-1,488,0
-1,491,0
0,488,0
0,607,0
0,545,0
0,483,0
0,485,0
0,484,0
0,484,0
0,494,0
1,484,0
1,484,0
1,473,0
1,473,0
1,479,0
1,575,0
1,474,0
1,466,0
2,466,0
2,471,0
2,598,0
2,466,0
2,484,0
2,457,0
2,461,0
2,457,0
3,432,0
3,519,0
3,431,0
3,433,0
3,431,0
3,386,0
3,415,0
3,387,0
4,388,0
4,264,0
4,264,0
4,295,0
4,264,0
4,265,0
4,160,0
4,159,0
5,169,0
5,159,0
5,227,0
5,128,0
5,135,0
5,139,0
5,135,0
5,96,0
6,96,0
6,96,0
6,80,0
6,96,0
6,96,0
6,76,0
6,103,0
6,79,0
7,77,0
7,75,0
7,30,0
7,29,0
7,31,0
7,29,0
7,29,0
7,33,0
8,5,0
8,0,0
8,24,0
8,0,0
8,5,0
8,4,0
8,6,0
8,4,0
9,8,0
9,4,0
9,22,0
9,9,0
9,31,0
9,7,0
9,35,0
9,8,0
10,31,0
10,42,0
10,34,0
10,33,0
10,33,0
10,41,0
10,41,0
10,42,0
11,41,0
11,41,0
11,58,0
11,57,0
11,58,0
11,48,0
11,58,0
11,58,0
12,50,0
12,49,0
12,80,0
12,58,0
12,62,0
12,58,0
12,58,0
12,64,0
13,67,0
13,71,0
13,67,0
13,67,0
13,67,0
13,80,0
13,82,0
13,79,0
14,79,0
14,76,0
14,75,0
14,78,0
14,76,0
14,75,0
14,76,0
14,75,0
15,77,0
15,75,0
15,126,0
15,67,0
15,62,0
15,62,0
15,66,0
15,76,0
16,78,0
16,118,0
16,76,0
16,75,0
16,84,0
16,85,0
16,84,0
16,83,0
17,72,0
17,71,0
17,72,0
17,64,0
17,71,0
17,84,0
17,83,0
17,84,0
18,66,0
18,83,0
18,86,0
18,82,0
18,80,0
18,88,0
18,80,0
18,82,0
19,79,0
19,130,0
19,89,0
19,80,0
19,80,0
19,80,0
19,78,0
19,84,0
20,83,0
20,84,0
20,68,0
20,82,0
20,80,0
20,129,0
20,79,0
20,95,0
21,79,0
21,63,0
21,62,0
21,62,0
21,139,0
21,84,0
21,84,0
21,68,0
22,84,0
22,87,0
22,92,0
22,92,0
22,96,0
22,92,0
22,72,0
22,71,0
23,72,0
23,81,0
23,71,0
23,72,0
23,71,0
23,72,0
23,95,0
23,71,0
24,59,0
24,58,0
24,57,0
24,87,0
24,131,0
24,81,0
24,64,0
24,79,0
25,82,0
25,71,0
25,71,0
25,130,0
25,72,0
25,76,0
25,76,0
25,75,0
26,85,0
26,75,0
26,96,0
26,48,0
26,58,0
26,63,0
26,58,0
26,80,0
27,64,0
27,79,0
27,83,0
27,75,0
27,76,0
27,80,0
27,96,0
27,77,0
28,80,0
28,79,0
28,88,0
28,130,0
28,84,0
28,84,0
28,84,0
28,93,0
29,83,0
29,80,0
29,128,0
29,79,0
29,81,0
29,79,0
29,84,0
29,97,0
30,72,1
30,71,1
30,71,1
30,72,1
30,72,1
30,68,1
30,72,1
30,64,1
-20,71,1
-20,122,1
-20,128,1
-20,102,1
-20,164,1
-20,157,1
-20,140,1
-20,152,1
-19,124,1
-19,125,1
-19,129,1
-19,82,1
-19,83,1
-19,117,1
-19,82,1
-19,197,1
-18,176,1
-18,199,1
-18,175,1
-18,466,1
-18,467,1
-18,500,1
-18,465,1
-18,451,1
-17,452,1
-17,486,1
-17,451,1
-17,466,1
-17,469,1
-17,479,1
-17,466,1
-17,465,1
-16,466,1
-16,474,1
-16,459,1
-16,457,1
-16,590,1
-16,463,1
-16,457,1
-16,458,1
-15,458,1
-15,459,1
-15,457,1
-15,458,1
-15,458,1
-15,458,1
-15,479,1
-15,458,1
-14,458,1
-14,469,1
-14,490,1
-14,465,1
-14,465,1
-14,467,1
-14,497,1
-14,466,1
-13,470,1
-13,521,1
-13,503,1
-13,469,1
-13,473,1
-13,608,1
-13,509,1
-13,472,1
-12,473,1
-12,475,1
-12,485,1
-12,474,1
-12,476,1
-12,477,1
-12,484,1
-12,481,1
-11,480,1
-11,480,1
-11,485,1
-11,480,1
-11,480,1
-11,480,1
-11,480,1
-11,479,1
-10,480,1
-10,480,1
-10,510,1
-10,501,1
-10,480,1
-10,480,1
-10,485,1
-10,515,1
-9,484,1
-9,483,1
-9,625,1
-9,484,1
-9,484,1
-9,488,1
-9,489,1
-9,487,1
-8,490,1
-8,487,1
-8,484,1
-8,486,1
-8,484,1
-8,484,1
-8,488,1
-8,513,1
-7,487,1
-7,626,1
-7,488,1
-7,563,1
-7,484,1
-7,521,1
-7,484,1
-7,488,1
-6,498,1
-6,487,1
-6,488,1
-6,494,1
-6,488,1
-6,488,1
-6,491,1
-6,488,1
-5,487,1
-5,489,1
-5,620,1
-5,484,1
-5,486,1
-5,507,1
-5,483,1
-5,489,1
-4,520,1
-4,488,1
-4,488,1
-4,485,1
-4,484,1
-4,484,1
-4,492,1
-4,600,1
-3,480,1
-3,616,1
-3,480,1
-3,481,1
-3,492,1
-3,487,1
-3,487,1
-3,488,1
-2,487,1
-2,487,1
-2,489,1
-2,516,1
-2,488,1
-2,489,1
-2,521,1
-2,488,1
-1,634,1
-1,524,1
-1,512,1
-1,490,1
-1,496,1
-1,495,1
-1,495,1
-1,500,1
0,485,1
0,484,1
0,519,1
0,619,1
0,486,1
0,481,1
0,480,1
0,517,1
1,480,1
1,481,1
1,472,1
1,473,1
1,485,1
1,472,1
1,465,1
1,465,1
2,466,1
2,473,1
2,465,1
2,463,1
2,466,1
2,461,1
2,467,1
2,443,1
3,445,1
3,466,1
3,443,1
3,569,1
3,405,1
3,405,1
3,429,1
